title,authors,nom,prenom,rank_author,year,sex,first_author_sex
Les NTIC au service de la capitalisation des connaissances.,['Jean-Paul A. Barthès'],['A.'],['Jean-Paul'],[1],['2005'],['Male'],['Male']
Les capitalistes sociaux sur Twitter - détection via des mesures de similarité.,"['Anthony Perez 0001', 'Nicolas Dugué']","['Perez', 'Dugué']","['Anthony', 'Nicolas']","[2, 1]","['2013', '2013']","['Male', 'Male']","[nan, 'Male']"
Les cartes cognitives hiérarchiques.,"['David Genest', 'Lionel Chauvin', 'Stéphane Loiseau']","['Genest', 'Chauvin', 'Loiseau']","['David', 'Lionel', 'Stephane']","[2, 1, 3]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Les nouvelles théories de l&apos;incertain.,['Didier Dubois'],['Dubois'],['Didier'],[1],['2014'],['Male'],['Male']
Les processus de la gestion des connaissances.,['Jean-Louis Ermine'],['Ermine'],['Jean-Louis'],[1],['2001'],['Male'],['Male']
Linked Data Annotation and Fusion driven by Data Quality Evaluation.,"['Fatiha Saïs', 'Ioanna Giannopoulou', 'Rallou Thomopoulos']","['Saïs', 'Giannopoulou', 'Thomopoulos']","['Fatiha', 'Ioanna', 'Rallou']","[2, 1, 3]","['2015', '2015', '2015']","['Female', 'Female', 'Male']","[nan, 'Female', nan]"
Logiciel d&apos;aide à l&apos;étiquetage morpho-syntaxique de textes de spécialité.,"['Ahmed Amrani', 'Jérôme Azé', 'Yves Kodratoff']","['Amrani', 'Azé', 'Kodratoff']","['Ahmed', 'Jerome', 'Yves']","[1, 2, 3]","['2005', '2005', '2005']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Long-range influences in (social) networks.,['Ernesto Estrada'],['Estrada'],['Ernesto'],[1],['2018'],['Male'],['Male']
M3A - Une plateforme d&apos;ingénierie de maintenance assistée par apprentissage automatique.,"['Abdelkader Benameur', 'Baghdad Atmani']","['Benameur', 'Atmani']","['Abdelkader', 'Baghdad']","[1, 2]","['2011', '2011']","['Male', 'Male']","['Male', nan]"
MUSETTE - a framework for knowledge capture from experience.,"['Alain Mille', 'Pierre-Antoine Champin', 'Yannick Prié']","['Mille', 'Champin', 'Prié']","['Alain', 'Pierre-Antoine', 'Yannick']","[3, 1, 2]","['2004', '2004', '2004']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Machine Learning Based Classification of Android Apps through Text Features.,"['Abdelmalek Amine', 'Mohamed Guendouz', 'Reda Mohamed Hamou']","['Amine', 'Guendouz', 'Mohamed']","['Abdelmalek', 'Mohamed', 'Reda']","[2, 1, 3]","['2017', '2017', '2017']","['Male', 'Male', 'Female']","[nan, 'Male', nan]"
Maintenance de bases de connaissances terminologiques.,"['Christophe Roche', 'Cécile Million-Rousseau', 'Daniel Beauchêne']","['Roche', 'Million-Rousseau', 'Beauchêne']","['Christophe', 'Cecile', 'Daniel']","[2, 3, 1]","['2004', '2004', '2004']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Management des connaissances dans le domaine du patrimoine culturel.,"['Danielle Boulanger', 'Eunika Mercier-Laurent', 'Stefan du Château']","['Boulanger', 'Mercier-Laurent', 'du']","['Danielle', 'Eunika', 'Stefan']","[2, 3, 1]","['2009', '2009', '2009']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Mean-shift - Clustering scalable et distribué.,"['Gaël Beck', 'Hanane Azzag', 'Mustapha Lebbah', 'Tarn Duong']","['Beck', 'Azzag', 'Lebbah', 'Duong']","['Gael', 'Hanane', 'Mustapha', 'Tarn']","[1, 2, 3, 4]","['2018', '2018', '2018', '2018']","['Male', 'Female', 'Male', 'Male']","['Male', nan, nan, nan]"
Mesure d&apos;influence via les indicateurs de centralité dans les réseaux sociaux.,"['Christine Largeron', 'Oualid Benyahia']","['Largeron', 'Benyahia']","['Christine', 'Oualid']","[2, 1]","['2015', '2015']","['Female', 'UKN']","[nan, 'UKN']"
Mesure de Similarité entre Treillis Basée sur des Correspondances Explicites.,['Florent Domenach'],['Domenach'],['Florent'],[1],['2017'],['Male'],['Male']
Mesure de concordance pour les bases de données évidentielles.,"['Arnaud Martin', 'Boutheina Ben Yaghlane', 'Mouna Chebbah']","['Martin', 'Ben', 'Chebbah']","['Arnaud', 'Boutheina', 'Mouna']","[2, 3, 1]","['2011', '2011', '2011']","['Male', 'Female', 'Female']","[nan, nan, 'Female']"
Mesure de la confiance dans les systèmes dinformation - application aux données de navires.,"['Benjamin Coste', 'Cyril Ray', 'Gouenou Coatrieux']","['Coste', 'Ray', 'Coatrieux']","['Benjamin', 'Cyril', 'Gouenou']","[1, 2, 3]","['2017', '2017', '2017']","['Male', 'Male', 'UKN']","['Male', nan, nan]"
Mesure de similarité sémantique entre les mots en utilisant le contenu du Web.,"['Imen Akermi', 'Rim Faiz']","['Akermi', 'Faiz']","['Imen', 'Rim']","[1, 2]","['2012', '2012']","['UKN', 'UKN']","['UKN', nan]"
Mesurer la qualité des règles et de leurs contraposées avec le taux informationnel TIC.,"['Fabrice Guillet', 'Henri Briand', 'Julien Blanchard', 'Régis Gras']","['Guillet', 'Briand', 'Blanchard', 'Gras']","['Fabrice', 'Henri', 'Julien', 'Regis']","[2, 4, 1, 3]","['2004', '2004', '2004', '2004']","['Male', 'Male', 'Male', 'Male']","[nan, nan, 'Male', nan]"
Mesurer les usages d&apos;Internet.,['Valérie Beaudouin'],['Beaudouin'],['Valerie'],[1],['2004'],['Female'],['Female']
Mesures d&apos;hétérogénéité sémantique dans les systèmes P2P non-structurés.,"['Philippe Lamarre', 'Sylvie Cazalens', 'Thomas Cerqueus']","['Lamarre', 'Cazalens', 'Cerqueus']","['Philippe', 'Sylvie', 'Thomas']","[3, 2, 1]","['2011', '2011', '2011']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Mining Implications from Lattices of Closed Trees.,"['Albert Bifet', 'Antoni Lozano', 'José L. Balcázar']","['Bifet', 'Lozano', 'L.']","['Albert', 'Antoni', 'Jose']","[2, 3, 1]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Mise en oeuvre des méthodes de fouille de données spatiales - Alternatives et performances.,"['Karine Zeitouni', 'Nadjim Chelghoum']","['Zeitouni', 'Chelghoum']","['Karine', 'Nadjim']","[2, 1]","['2004', '2004']","['Female', 'Male']","[nan, 'Male']"
Modlson - une nouvelle approche de modularisation d&apos;ontologies à grande échelle.,"['Myriam Lamolle', 'Nourhène Alaya', 'Sadok Ben Yahia']","['Lamolle', 'Alaya', 'Ben']","['Myriam', 'Nourhene', 'Sadok']","[3, 1, 2]","['2012', '2012', '2012']","['Female', 'UKN', 'Male']","[nan, 'UKN', nan]"
Modèle conceptuel pour bases de données multidimensionnelles annotées.,"['Franck Ravat', 'Guillaume Cabanac', 'Max Chevalier', 'Olivier Teste']","['Ravat', 'Cabanac', 'Chevalier', 'Teste']","['Franck', 'Guillaume', 'Max', 'Olivier']","[3, 1, 2, 4]","['2006', '2006', '2006', '2006']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
Modèle de Recherche d&apos;Information Sociale Centré Utilisateur.,"['Chahrazed Bouhini', 'Christine Largeron', 'Mathias Géry']","['Bouhini', 'Largeron', 'Géry']","['Chahrazed', 'Christine', 'Mathias']","[1, 3, 2]","['2013', '2013', '2013']","['Male', 'Female', 'Male']","['Male', nan, nan]"
Modèle de supervision d&apos;interactions non-intrusif basé sur les ontologies.,"['Jean-Yves Antoine', 'Pascal Berruet', 'Thomas Burger', 'Willy Allègre']","['Antoine', 'Berruet', 'Burger', 'Allègre']","['Jean-Yves', 'Pascal', 'Thomas', 'Willy']","[4, 3, 2, 1]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Modèle décisionnel basé sur la qualité des données pour sélectionner les règles d&apos;associations légitimement intéressantes.,['Laure Berti-Équille'],['Berti-Équille'],['Laure'],[1],['2006'],['Female'],['Female']
Modèle multidimensionnel à contraintes.,"['Faïza Ghozzi', 'Franck Ravat', 'Gilles Zurfluh', 'Olivier Teste']","['Ghozzi', 'Ravat', 'Zurfluh', 'Teste']","['Faiza', 'Franck', 'Gilles', 'Olivier']","[1, 2, 4, 3]","['2003', '2003', '2003', '2003']","['Female', 'Male', 'Male', 'Male']","['Female', nan, nan, nan]"
Modèles de données semi-structurées et contraintes d&apos;inclusion.,"['Anne-Cécile Caron', 'Denis Debarbieux', 'Yves Roos']","['Caron', 'Debarbieux', 'Roos']","['Anne-Cecile', 'Denis', 'Yves']","[1, 2, 3]","['2003', '2003', '2003']","['Female', 'Male', 'Male']","['Female', nan, nan]"
Modèles graphiques semi-orientés pour l&apos;apprentissage des réseaux bayésiens.,"['Mohamed Bendou', 'Paul Munteanu']","['Bendou', 'Munteanu']","['Mohamed', 'Paul']","[1, 2]","['2002', '2002']","['Male', 'Male']","['Male', nan]"
Modélisation d&apos;une ressource termino-ontologique de domaine pour l&apos;annotation sémantique de tableaux.,"['Abir Saïd', 'Juliette Dibie-Barthélemy', 'Liliana Ibanescu', 'Patrice Buche']","['Saïd', 'Dibie-Barthélemy', 'Ibanescu', 'Buche']","['Abir', 'Juliette', 'Liliana', 'Patrice']","[4, 2, 3, 1]","['2011', '2011', '2011', '2011']","['Male', 'Female', 'Female', 'Male']","[nan, nan, nan, 'Male']"
Modélisation de connaissances temporelles en archéologie.,"['Aurélien Bénel', 'Sylvie Calabretto', 'Tiphaine Accary']","['Bénel', 'Calabretto', 'Accary']","['Aurelien', 'Sylvie', 'Tiphaine']","[2, 3, 1]","['2003', '2003', '2003']","['Male', 'Female', 'Female']","[nan, nan, 'Female']"
Modélisation de documents réglementaires dans le domaine du bâtiment.,"['Bruno Fiés', 'Catherine Faron-Zucker', 'Khalil Riad Bouzidi', 'Nhan Le Thanh', 'Olivier Corby']","['Fiés', 'Faron-Zucker', 'Riad', 'Le', 'Corby']","['Bruno', 'Catherine', 'Khalil', 'Nhan', 'Olivier']","[3, 2, 1, 5, 4]","['2012', '2012', '2012', '2012', '2012']","['Male', 'Female', 'Male', 'Male', 'Male']","[nan, nan, 'Male', nan, nan]"
Modélisation de trajectoires cible/caméra - requêtes spatio-temporelles dans le cadre de la videosurveillance.,"['André Péninou', 'Dana Codreanu', 'Florence Sèdes']","['Péninou', 'Codreanu', 'Sèdes']","['Andre', 'Dana', 'Florence']","[2, 1, 3]","['2014', '2014', '2014']","['Male', 'Female', 'Female']","[nan, 'Female', nan]"
Modélisation des données boursières à l&apos;aide de l&apos;analyse de données symboliques.,"['Edwin Diday', 'Philippe Caillou']","['Diday', 'Caillou']","['Edwin', 'Philippe']","[2, 1]","['2001', '2001']","['Male', 'Male']","[nan, 'Male']"
Modélisation des individus et de leurs relations pour l&apos;aide à l&apos;intégration des individus dans l&apos;organisation.,"['André Péninou', 'Florence Sèdes', 'Max Chevalier']","['Péninou', 'Sèdes', 'Chevalier']","['Andre', 'Florence', 'Max']","[3, 4, 2]","['2005', '2005', '2005']","['Male', 'Female', 'Male']","[nan, nan, nan]"
Modélisation dynamique et temporelle de l&apos;utilisateur pour un filtrage personnalisé de documents textuels.,"['Abdenour Mokrane', 'David William Pearson', 'Gérard Dray', 'Pascal Poncelet', 'Rachid Arezki']","['Mokrane', 'William', 'Dray', 'Poncelet', 'Arezki']","['Abdenour', 'David', 'Gerard', 'Pascal', 'Rachid']","[2, 5, 3, 4, 1]","['2004', '2004', '2004', '2004', '2004']","['Male', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
Modélisation informationnelle - un cadre méthodologique pour visualiser des connaissances évolutives spatialisables.,"['Iwona Dudek', 'Jean-Yves Blaise']","['Dudek', 'Blaise']","['Iwona', 'Jean-Yves']","[2, 1]","['2006', '2006']","['Female', 'Male']","[nan, 'Male']"
Motifs graduels clos.,"['Anne Laurent', 'Pascal Poncelet', 'Sadok Ben Yahia', 'Sarra Ayouni']","['Laurent', 'Poncelet', 'Ben', 'Ayouni']","['Anne', 'Pascal', 'Sadok', 'Sarra']","[3, 4, 2, 1]","['2010', '2010', '2010', '2010']","['Female', 'Male', 'Male', 'Female']","[nan, nan, nan, 'Female']"
Motifs récursifs - extraction ascendante hiérarchique d&apos;ensembles d&apos;items ou d&apos;évènements pour le résumé de données transactionnelles ou séquentielles.,['Julien Blanchard'],['Blanchard'],['Julien'],[1],['2014'],['Male'],['Male']
MuMIE - Une approche automatique pour l&apos;interopérabilité des métadonnées.,"['Chabane Djeraba', 'Ioan Marius Bilasco', 'Samir Amir', 'Thierry Urruty']","['Djeraba', 'Marius', 'Amir', 'Urruty']","['Chabane', 'Ioan', 'Samir', 'Thierry']","[4, 2, 1, 3]","['2011', '2011', '2011', '2011']","['Male', 'Male', 'Male', 'Male']","[nan, nan, 'Male', nan]"
Méta-analyse ordinale d&apos;enquêtes d&apos;opinion Application aux usages de l&apos;Internet des objets en entreprise.,"['Alain Guénoche', 'Claire Gauzente', 'Pascale Kuntz', 'Rostand Affogbolo']","['Guénoche', 'Gauzente', 'Kuntz', 'Affogbolo']","['Alain', 'Claire', 'Pascale', 'Rostand']","[3, 2, 4, 1]","['2018', '2018', '2018', '2018']","['Male', 'Female', 'Female', 'Male']","[nan, nan, nan, 'Male']"
Méthode alternative à la détection de « copier/coller » - intersection de textes et construction de séquences maximales communes.,"['Alain Simac-Lejeune', 'Jérémy Ferrero']","['Simac-Lejeune', 'Ferrero']","['Alain', 'Jeremy']","[2, 1]","['2015', '2015']","['Male', 'Male']","[nan, 'Male']"
Méthode basée sur les ensembles approximatifs pour l&apos;apprentissage incrémental en présence des données déséquilibrées.,"['Inès Saad', 'Sarra Bouzayane']","['Saad', 'Bouzayane']","['Ines', 'Sarra']","[2, 1]","['2018', '2018']","['Female', 'Female']","[nan, 'Female']"
Méthodes multiblocs pour l&apos;identification de gènes associés au vieillissement cutané chez 502 femmes caucasiennes adultes.,"['Anne Bernard', 'Arthur Tenenhaus', 'Christiane Guinot', 'Gilbert Saporta', 'Jean-François Zagury']","['Bernard', 'Tenenhaus', 'Guinot', 'Saporta', 'Zagury']","['Anne', 'Arthur', 'Christiane', 'Gilbert', 'Jean-Francois']","[1, 2, 5, 4, 3]","['2012', '2012', '2012', '2012', '2012']","['Female', 'Male', 'Female', 'Male', 'Male']","['Female', nan, nan, nan, nan]"
Méthodologie 3-way d&apos;extraction d&apos;un modèle articulatoire de la parole à partir des données d&apos;un locuteur.,"['Martine Cadot', 'Yves Laprie']","['Cadot', 'Laprie']","['Martine', 'Yves']","[1, 2]","['2014', '2014']","['Female', 'Male']","['Female', nan]"
Méthodologie de définition de e-services pour la gestion des connaissances à partir d&apos;un plateau de créativité - application au e-learning instrumental.,"['David Grosser', 'Noël Conruyt', 'Olivier Sébastien']","['Grosser', 'Conruyt', 'Sébastien']","['David', 'Noel', 'Olivier']","[2, 1, 3]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Navigation et appariement d&apos;objets géographiques dans une ontologie.,"['Anne Puissant', 'Nicolas Durand', 'Omar Boussaid', 'Pierre Gançarski', 'Rémy Brisson']","['Puissant', 'Durand', 'Boussaid', 'Gançarski', 'Brisson']","['Anne', 'Nicolas', 'Omar', 'Pierre', 'Remy']","[4, 5, 2, 3, 1]","['2007', '2007', '2007', '2007', '2007']","['Female', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
NeuroNav - Un environnement d&apos;analyse statistique de textes.,['Sylvain Aubin'],['Aubin'],['Sylvain'],[1],['2002'],['Male'],['Male']
Nomao - la recherche géolocalisée personnalisée.,['Laurent Candillier'],['Candillier'],['Laurent'],[1],['2011'],['Male'],['Male']
Notion de conversation dans les communications interpersonnelles instantanées sur IP.,"['Alexandre Bouchacourt', 'Luigi Lancieri']","['Bouchacourt', 'Lancieri']","['Alexandre', 'Luigi']","[1, 2]","['2007', '2007']","['Male', 'Male']","['Male', nan]"
Notion de sémantiques bien-formées pour les règles.,"['Jean-Marc Petit', 'Marie Agier']","['Petit', 'Agier']","['Jean-Marc', 'Marie']","[2, 1]","['2005', '2005']","['Male', 'Female']","[nan, 'Female']"
Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives.,"['Christine Zarges', 'Gaël Beck', 'Mustapha Lebbah', 'Zaineb Chelly Dagdia']","['Zarges', 'Beck', 'Lebbah', 'Chelly']","['Christine', 'Gael', 'Mustapha', 'Zaineb']","[2, 3, 4, 1]","['2018', '2018', '2018', '2018']","['Female', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Nouveaux résultats en classification à l&apos;aide d&apos;un codage par motifs fréquents.,"['Antoine Cornuéjols', 'Jean-Sylvain Liénard', 'Michèle Sebag', 'Philippe Tarroux', 'Sébastien Jouteau']","['Cornuéjols', 'Liénard', 'Sebag', 'Tarroux', 'Jouteau']","['Antoine', 'Jean-Sylvain', 'Michele', 'Philippe', 'Sebastien']","[2, 5, 3, 4, 1]","['2003', '2003', '2003', '2003', '2003']","['Male', 'Male', 'Female', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
Nouvelle approche de bi-partitionnement topologique.,"['Amine Chaibi', 'Hanane Azzag', 'Mustapha Lebbah']","['Chaibi', 'Azzag', 'Lebbah']","['Amine', 'Hanane', 'Mustapha']","[1, 3, 2]","['2013', '2013', '2013']","['Male', 'Female', 'Male']","['Male', nan, nan]"
OKM - une extension des k-moyennes pour la recherche de classes recouvrantes.,['Guillaume Cleuziou'],['Cleuziou'],['Guillaume'],[1],['2007'],['Male'],['Male']
OKMed et WOKM - deux variantes de OKM pour la classification recouvrante.,['Guillaume Cleuziou'],['Cleuziou'],['Guillaume'],[1],['2009'],['Male'],['Male']
Objective Novelty of Association Rules - Measuring the Confidence Boost.,['José L. Balcázar'],['L.'],['Jose'],[1],['2010'],['Male'],['Male']
Ontologies et raisonnement à partir de cas - Application à l&apos;analyse des risques industriels.,"['Amjad Abou Assali', 'Bruno Debray', 'Dominique Lenne']","['Abou', 'Debray', 'Lenne']","['Amjad', 'Bruno', 'Dominique']","[1, 3, 2]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Ontologies et traitement du courrier électronique.,"['Christophe Roche', 'Cécile Million-Rousseau', 'Daniel Beauchêne']","['Roche', 'Million-Rousseau', 'Beauchêne']","['Christophe', 'Cecile', 'Daniel']","[3, 2, 1]","['2002', '2002', '2002']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Optimisation de l&apos;extraction de l&apos;alignment des ontologies avec la contrainte de différence.,"['Moussa Benaissa', 'Yahia Lebbah']","['Benaissa', 'Lebbah']","['Moussa', 'Yahia']","[1, 2]","['2011', '2011']","['Male', 'UKN']","['Male', nan]"
Optimisation des performances dans les entrepôts de données NoSQL en colonnes.,"['Mohamed Boussahoua', 'Omar Boussaid']","['Boussahoua', 'Boussaid']","['Mohamed', 'Omar']","[1, 2]","['2017', '2017']","['Male', 'Male']","['Male', nan]"
Optimisation du Primal pour les SVM.,"['Thierry Artières', 'Trinh Minh Tri Do']","['Artières', 'Minh']","['Thierry', 'Trinh']","[2, 1]","['2008', '2008']","['Male', 'Female']","[nan, 'Female']"
Outil de classification et de visualisation de grands volumes de données mixtes.,"['Christophe Candillier', 'Noureddine Mouaddib']","['Candillier', 'Mouaddib']","['Christophe', 'Noureddine']","[1, 2]","['2005', '2005']","['Male', 'Male']","['Male', nan]"
Outils de fouille textuelle à partir d&apos;annotations sémantiques.,"['Iana Atanassova', 'Jean-Pierre Desclés', 'Marc Bertin']","['Atanassova', 'Desclés', 'Bertin']","['Iana', 'Jean-Pierre', 'Marc']","[2, 3, 1]","['2012', '2012', '2012']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
PCAR - nouvelle approche de génération de règles d&apos;association cycliques.,"['Eya Ben Ahmed', 'Mohamed Salah Gouider']","['Ben', 'Salah']","['Eya', 'Mohamed']","[1, 2]","['2010', '2010']","['Female', 'Male']","['Female', nan]"
Parameter-free Association Rule Mining with Yacaree.,['José L. Balcázar'],['L.'],['Jose'],[1],['2011'],['Male'],['Male']
Partitionnement d&apos;un réseau de sociabilité à fort coefficient de clustering.,"['Bertrand Jouve', 'Romain Boulet']","['Jouve', 'Boulet']","['Bertrand', 'Romain']","[2, 1]","['2007', '2007']","['Male', 'Male']","[nan, 'Male']"
Passage aux noyaux en classification recouvrante.,['Guillaume Cleuziou'],['Cleuziou'],['Guillaume'],[1],['2014'],['Male'],['Male']
Peerus Review - Un outil de recherche d&apos;experts scientifiques.,"['Adrien Guille', 'Benjamin Rothan', 'François Di Cioccio', 'Julien Velcin', 'Robin Brochier']","['Guille', 'Rothan', 'Di', 'Velcin', 'Brochier']","['Adrien', 'Benjamin', 'Francois', 'Julien', 'Robin']","[2, 4, 5, 3, 1]","['2018', '2018', '2018', '2018', '2018']","['Male', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
Plusieurs contributions à la gestion des connaissances par capitalisation d&apos;expérience.,['Béatrice Fuchs'],['Fuchs'],['Beatrice'],[1],['2001'],['Female'],['Female']
PoBOC - un algorithme de &quot;soft-clustering&quot;. Applications à l&apos;apprentissage de règles et au traitement de données textuelles.,"['Christel Vrain', 'Guillaume Cleuziou', 'Lionel Martin']","['Vrain', 'Cleuziou', 'Martin']","['Christel', 'Guillaume', 'Lionel']","[3, 1, 2]","['2004', '2004', '2004']","['Female', 'Male', 'Male']","[nan, 'Male', nan]"
Pondération de blocs de variables en bi-partitionnement topologique.,"['Amine Chaibi', 'Hanane Azzag', 'Mustapha Lebbah']","['Chaibi', 'Azzag', 'Lebbah']","['Amine', 'Hanane', 'Mustapha']","[1, 2, 3]","['2014', '2014', '2014']","['Male', 'Female', 'Male']","['Male', nan, nan]"
Principes d&apos;Analyse des données symboliques et application à la détection d&apos;anomalies sur des ouvrages publics.,['Edwin Diday'],['Diday'],['Edwin'],[1],['2008'],['Male'],['Male']
Prise en compte de la structure des documents pour une indexation performante.,"['Nicolas Kieffer', 'Pascal Cuxac']","['Kieffer', 'Cuxac']","['Nicolas', 'Pascal']","[2, 1]","['2018', '2018']","['Male', 'Male']","[nan, 'Male']"
Prise en compte des &quot;points de vue&quot; pour l&apos;annotation d&apos;un processus d&apos;extraction de connaissances à partir de données.,"['Abdelaziz Marzak', 'Brigitte Trousse', 'Hicham Behja']","['Marzak', 'Trousse', 'Behja']","['Abdelaziz', 'Brigitte', 'Hicham']","[3, 2, 1]","['2005', '2005', '2005']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Prise en compte du réseau de sources pour la fusion d&apos;informations.,"['Bernadette Bouchon-Meunier', 'Herman Akdag', 'Marie-Jeanne Lesot', 'Thomas Bärecke']","['Bouchon-Meunier', 'Akdag', 'Lesot', 'Bärecke']","['Bernadette', 'Herman', 'Marie-Jeanne', 'Thomas']","[4, 3, 2, 1]","['2011', '2011', '2011', '2011']","['Female', 'Male', 'Female', 'Male']","[nan, nan, nan, 'Male']"
Problématiques de gestion de connaissances dans le cadre de l&apos;enseignement à distance sur l&apos;Internet.,"['Christian Chervet', 'Henri Briand', 'Romain Dailly', 'Rémi Lehn']","['Chervet', 'Briand', 'Dailly', 'Lehn']","['Christian', 'Henri', 'Romain', 'Remi']","[2, 4, 1, 3]","['2005', '2005', '2005', '2005']","['Male', 'Male', 'Male', 'Male']","[nan, nan, 'Male', nan]"
Processus itératif d&apos;extraction de classes en non supervisée.,"['Alexandre Blansché', 'Lydia Boudjeloud-Assala']","['Blansché', 'Boudjeloud-Assala']","['Alexandre', 'Lydia']","[1, 2]","['2013', '2013']","['Male', 'Female']","['Male', nan]"
Proposition d&apos;opérateurs OLAP pour un modèle multidimensionnel d&apos;objets complexes.,"['Doulkifli Boukraâ', 'Omar Boussaid']","['Boukraâ', 'Boussaid']","['Doulkifli', 'Omar']","[1, 2]","['2010', '2010']","['Male', 'Male']","['Male', nan]"
Proposition d&apos;outil de clustering visuel et interactif.,"['Benoît Otjacques', 'Bertjan Broeksema', 'Philippe Pinheiro', 'Pierrick Bruneau']","['Otjacques', 'Broeksema', 'Pinheiro', 'Bruneau']","['Benoit', 'Bertjan', 'Philippe', 'Pierrick']","[4, 3, 2, 1]","['2015', '2015', '2015', '2015']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
"Propositionaliser des attributs numériques sans les discrétiser, ni les agréger.","['Agnès Braud', 'Nicolas Lachiche']","['Braud', 'Lachiche']","['Agnes', 'Nicolas']","[1, 2]","['2011', '2011']","['Female', 'Male']","['Female', nan]"
Propositions pour améliorer une méthode de prédiction du succès d&apos;une campagne de financement participatif.,"['Alexandre Blansché', 'Xavier Mazur']","['Blansché', 'Mazur']","['Alexandre', 'Xavier']","[1, 2]","['2018', '2018']","['Male', 'Male']","['Male', nan]"
Prédiction de la biodégradabilité des composés chimiques - un apport des méthodes d&apos;arbre de décision.,"['Bertrand Cuissart', 'Bruno Crémilleux', 'Frédérique Touffet', 'Jean-Jacques Hébrard']","['Cuissart', 'Crémilleux', 'Touffet', 'Hébrard']","['Bertrand', 'Bruno', 'Frederique', 'Jean-Jacques']","[1, 2, 4, 3]","['2001', '2001', '2001', '2001']","['Male', 'Male', 'UKN', 'Male']","['Male', nan, nan, nan]"
Prédiction de séries temporelles et applications à l&apos;analyse de séquences vidéos.,"['Ahmed El Ghini', 'Chabane Djeraba', 'Ioan Marius Bilasco', 'Rémi Auguste']","['El', 'Djeraba', 'Marius', 'Auguste']","['Ahmed', 'Chabane', 'Ioan', 'Remi']","[2, 4, 3, 1]","['2010', '2010', '2010', '2010']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Prédiction de valeurs manquantes dans les bases de données - Une première approche fondée sur la notion de proportion analogique.,"['Hélène Jaudoin', 'Olivier Pivert', 'William Correa Beltran']","['Jaudoin', 'Pivert', 'Correa']","['Helene', 'Olivier', 'William']","[2, 3, 1]","['2014', '2014', '2014']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
Prédiction du Rayonnement Solaire par Apprentissage Automatique.,"['Philippe Pinheiro', 'Pierrick Bruneau', 'Yoanne Didry']","['Pinheiro', 'Bruneau', 'Didry']","['Philippe', 'Pierrick', 'Yoanne']","[2, 1, 3]","['2018', '2018', '2018']","['Male', 'Male', 'Female']","[nan, 'Male', nan]"
Prédiction du montant levé lors dune campagne de financement participatif par la méthode des plus proches voisins.,"['Alexandre Blansché', 'Dylan Da Conceicao', 'Dylan Koby']","['Blansché', 'Da', 'Koby']","['Alexandre', 'Dylan', 'Dylan']","[1, 2, 3]","['2017', '2017', '2017']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Prétraitement de grands ensembles de données pour la fouille visuelle.,"['Edwige P. Fangseu Badjio', 'François Poulet']","['P.', 'Poulet']","['Edwige', 'Francois']","[1, 2]","['2006', '2006']","['Female', 'Male']","['Female', nan]"
Prétraitements pour l&apos;extraction de connaissances sur les anthroponymes.,"['Denis Maurel', 'Nathalie Friburger']","['Maurel', 'Friburger']","['Denis', 'Nathalie']","[2, 1]","['2001', '2001']","['Male', 'Female']","[nan, 'Female']"
Qu&apos;est-ce qu&apos;un bon système d&apos;apprentissage ? La réponse a évolué avec le temps. Et demain?,['Antoine Cornuéjols'],['Cornuéjols'],['Antoine'],[1],['2018'],['Male'],['Male']
Qualité et complexité en évaluation des mesures d&apos;intérêt.,"['Arnaud Giacometti', 'Arnaud Soulet', 'Bruno Crémilleux']","['Giacometti', 'Soulet', 'Crémilleux']","['Arnaud', 'Arnaud', 'Bruno']","[2, 3, 1]","['2015', '2015', '2015']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
