,authors,nom,prenom,rank_author,title,year,sex
367,Pascal Poncelet,Poncelet,Pascal,4,Motifs graduels clos.,2010,Male
372,Pascal Poncelet,Poncelet,Pascal,3,"Bien cube, les données textuelles peuvent s&apos;agréger !",2010,Male
363,Pascal Poncelet,Poncelet,Pascal,2,De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles.,2014,Male
365,Pascal Poncelet,Poncelet,Pascal,4,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation.,2014,Male
368,Pascal Poncelet,Poncelet,Pascal,3,Requêtes Skyline avec prise en compte des préférences utilisateurs pour des données volumineuses.,2010,Male
380,Pascal Poncelet,Poncelet,Pascal,4,Modélisation dynamique et temporelle de l&apos;utilisateur pour un filtrage personnalisé de documents textuels.,2004,Male
378,Pascal Poncelet,Poncelet,Pascal,5,Tendances dans les expressions de gènes - application à l&apos;analyse du transcriptome de Plasmodium Falciparum.,2005,Male
381,Pascal Vandekerckhove,Vandekerckhove,Pascal,4,ATHANOR - Un système pour la capitalisation et le déploiement de connaissances de diagnostic.,2001,Male
22,Pascale Kuntz,Kuntz,Pascale,4,Méta-analyse ordinale d&apos;enquêtes d&apos;opinion Application aux usages de l&apos;Internet des objets en entreprise.,2018,Female
29,Pascale Kuntz,Kuntz,Pascale,2,Une version entropique de l&apos;intensité d&apos;implication pour les corpus volumineux.,2001,Female
23,Pascale Kuntz,Kuntz,Pascale,2,Sélection d&apos;une méthode de classification multi-label pour un système interactif.,2014,Female
26,Pascale Kuntz,Kuntz,Pascale,3,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d&apos;une même ontologie.,2006,Female
25,Pascale Kuntz,Kuntz,Pascale,3,Gradients de prototypicalité conceptuelle et lexicale - une contribution à la pragmatisation des ontologies de domaine.,2008,Female
24,Pascale Kuntz,Kuntz,Pascale,3,3D - de nouvelles perspectives en fouille exploratoire avec la stéréoscopie.,2013,Female
27,Pascale Kuntz,Kuntz,Pascale,2,Hiérarchie orientée de règles généralisées en analyse implicative.,2003,Female
28,Pascale Lallemand,Lallemand,Pascale,2,Application du test des Hypervolumes à des données symboliques de type intervalle.,2002,Female
1169,Patrice Buche,Buche,Patrice,1,Modélisation d&apos;une ressource termino-ontologique de domaine pour l&apos;annotation sémantique de tableaux.,2011,Male
713,Patricia Conde Céspedes,Conde,Patricia,1,"Comparison of linear modularization criteria using the relational formalism, an approach to easily identify resolution limit.",2015,Female
871,Patrick Bosc,Bosc,Patrick,1,Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques.,2010,Male
874,Patrick Gallinari,Gallinari,Patrick,3,Clustering en haute dimension par accumulation de clusterings locaux.,2008,Male
878,Patrick Gallinari,Gallinari,Patrick,2,Génération automatique d&apos;une structure hiérarchique de concepts et de documents à partir de corpus.,2003,Male
876,Patrick Gallinari,Gallinari,Patrick,4,Un système d&apos;aide à la navigation dans des hypermédias.,2005,Male
877,Patrick Gallinari,Gallinari,Patrick,5,Apprentissage de comportements utilisateurs de produits hypermédias.,2003,Male
868,Patrick Gros,Gros,Patrick,2,Clustering de données relationnelles pour la structuration de flux télévisuels.,2014,Male
869,Patrick Marcel,Marcel,Patrick,2,Résumés et interrogations de logs de requête OLAP.,2011,Male
872,Patrick Mary,Mary,Patrick,2,Tulip - a scalable graph visualization framework.,2010,Male
875,Patrick Mary,Mary,Patrick,5,Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,2007,Male
1489,Paul Degoul,Degoul,Paul,1,Essai sur l&apos;articulation entre intelligence économique et gestion des connaissances.,2001,Male
1488,Paul Munteanu,Munteanu,Paul,2,Modèles graphiques semi-orientés pour l&apos;apprentissage des réseaux bayésiens.,2002,Male
1487,Paul Munteanu,Munteanu,Paul,2,Analyse de l&apos;effet du bruit dans les algorithmes d&apos;apprentissage des réseaux Bayésiens.,2003,Male
1486,Paul Munteanu,Munteanu,Paul,2,Apprentissage des réseaux bayésiens avec des graphes chaînés maximaux.,2004,Male
1490,Paul Rubel,Rubel,Paul,3,Gestion des connaissances et navigation hypermédia adaptative.,2001,Male
1071,Paula Brito,Brito,Paula,1,Classification Conceptuelle avec Généralisation par Intervalles.,2012,Female
1109,Pavel Arapov,Arapov,Pavel,1,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Male
1384,Pham Dinh Tao,Dinh,Pham,3,Une nouvelle approche de la programmation DC et DCA pour la classification floue.,2007,Male
246,Philippe Allot,Allot,Philippe,2,Ingénierie des connaissances et innovation - Application dans le domaine automobile.,2002,Male
232,Philippe Beaune,Beaune,Philippe,2,L&apos;utilisation des entités nommées pour l&apos;expansion sémantique des requêtes Web.,2014,Male
247,Philippe Benhamou,Benhamou,Philippe,1,Evolution des connaissances et innovation - Application à une technologie laser à l&apos;Onera.,2001,Male
241,Philippe Bouché,Bouché,Philippe,1,Analyse stochastique de séquences d&apos;événements discrets pour la découverte de signatures.,2005,Male
240,Philippe Bouché,Bouché,Philippe,3,Approche entropique pour l&apos;analyse de modèle de chroniques.,2006,Male
239,Philippe Bouché,Bouché,Philippe,3,Découverte de chroniques à partir de séquences d&apos;événements pour la supervision de processus dynamiques.,2007,Male
237,Philippe Breucke,Breucke,Philippe,2,K-WORDS LAB - un outil d&apos;analyse des mots clés permettant d&apos;explorer les dynamiques d&apos;un domaine scientifique.,2010,Male
248,Philippe Caillou,Caillou,Philippe,1,Modélisation des données boursières à l&apos;aide de l&apos;analyse de données symboliques.,2001,Male
242,Philippe Caillou,Caillou,Philippe,1,Analyse de données symboliques et graphe de connaissances d&apos;un agent.,2005,Male
243,Philippe Collet,Collet,Philippe,1,Tendances dans les expressions de gènes - application à l&apos;analyse du transcriptome de Plasmodium Falciparum.,2005,Male
228,Philippe Courtet,Courtet,Philippe,7,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
235,Philippe Lamarre,Lamarre,Philippe,3,Mesures d&apos;hétérogénéité sémantique dans les systèmes P2P non-structurés.,2011,Male
229,Philippe Lenca,Lenca,Philippe,8,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
238,Philippe Lenca,Lenca,Philippe,4,Un nouvel algorithme de forêts aléatoires d&apos;arbres obliques particulièrement adapté à la classification de données en grandes dimensions.,2009,Male
244,Philippe Peter,Peter,Philippe,2,Structuration de comportements de réponse à un questionnaire par des méthodes multidimensionnelles.,2003,Male
234,Philippe Pinheiro,Pinheiro,Philippe,3,Une heuristique pour le paramétrage automatique de l&apos;algorithme de clustering spectral.,2014,Male
231,Philippe Pinheiro,Pinheiro,Philippe,2,Proposition d&apos;outil de clustering visuel et interactif.,2015,Male
230,Philippe Pinheiro,Pinheiro,Philippe,2,Prédiction du Rayonnement Solaire par Apprentissage Automatique.,2018,Male
233,Philippe Preux,Preux,Philippe,3,De l&apos;ombre à la lumière - plus de visibilité sur l&apos;Eclipse.,2014,Male
245,Philippe Tarroux,Tarroux,Philippe,4,Nouveaux résultats en classification à l&apos;aide d&apos;un codage par motifs fréquents.,2003,Male
337,Pierre Allard,Allard,Pierre,1,Recherche de dépendances fonctionnelles et de règles d&apos;association avec OLAP.,2010,Male
344,Pierre Gançarski,Gançarski,Pierre,2,Sélection d&apos;attributs et classification d&apos;objets complexes.,2004,Male
340,Pierre Gançarski,Gançarski,Pierre,3,Navigation et appariement d&apos;objets géographiques dans une ontologie.,2007,Male
333,Pierre Gançarski,Gançarski,Pierre,2,Approche contextuelle par régression pour les tests A/B.,2018,Male
334,Pierre Gançarski,Gançarski,Pierre,2,Conception dun modèle généraliste pour lévaluation dun test A/B.,2017,Male
343,Pierre Héroux,Héroux,Pierre,2,Fouille de graphes et découverte de règles d&apos;association - application à l&apos;analyse d&apos;images de document.,2005,Male
339,Pierre Le Maigat,Le,Pierre,2,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,Male
346,Pierre Maret,Maret,Pierre,2,Gestion des connaissances et navigation hypermédia adaptative.,2001,Male
335,Pierre Maret,Maret,Pierre,2,Vers une instance française de NELL - chaîne TLN multilingue et modélisation dontologie.,2017,Male
338,Pierre Mariot,Mariot,Pierre,3,Accompagner au début du ème siècle les organisations dans la mise en place d&apos;une gestion des connaissances - retour d&apos;expérience.,2009,Male
341,Pierre Mariot,Mariot,Pierre,2,Faire vivre un référentiel métier dans l&apos;industrie - le système de gestion de connaissances ICARE.,2006,Male
345,Pierre Maussion,Maussion,Pierre,4,Résumé de cubes de données multidimensionnelles à l&apos;aide de règles floues.,2004,Male
342,Pierre Pompidor,Pompidor,Pierre,2,Règles de propagation pour la création d&apos;ontologies d&apos;annotation de ressources.,2005,Male
1509,Pierre-Antoine Champin,Champin,Pierre-Antoine,1,MUSETTE - a framework for knowledge capture from experience.,2004,Male
498,Pierre-François Marteau,Marteau,Pierre-Francois,3,Apprentissage de structures séquentielles pour lextraction dentités et de relations dans des textes dappels doffres.,2017,Male
314,Pierrick Bruneau,Bruneau,Pierrick,1,Une heuristique pour le paramétrage automatique de l&apos;algorithme de clustering spectral.,2014,Male
312,Pierrick Bruneau,Bruneau,Pierrick,1,Faciliter les contributions personnelles pour préserver la mémoire des événements historiques.,2017,Male
311,Pierrick Bruneau,Bruneau,Pierrick,1,Prédiction du Rayonnement Solaire par Apprentissage Automatique.,2018,Male
313,Pierrick Bruneau,Bruneau,Pierrick,1,Proposition d&apos;outil de clustering visuel et interactif.,2015,Male
1450,Quang Nguyen,Nguyen,Quang,2,Une approche simple inspirée des réseaux sociaux pour la hiérarchisation des systèmes autonomes de l&apos;Internet.,2006,Male
48,Rabia Azzi,Azzi,Rabia,1,Visualisation dynamique de connaissances - application aux interactions entre facteurs de risque des maladies cardiovasculaires.,2018,Female
990,Rachid Aknouche,Aknouche,Rachid,1,RICSH - Recherche d&apos;information contextuelle par segmentation thématique de documents.,2012,Male
991,Rachid Arezki,Arezki,Rachid,1,Modélisation dynamique et temporelle de l&apos;utilisateur pour un filtrage personnalisé de documents textuels.,2004,Male
1556,Radboud Winkels,Winkels,Radboud,2,"Taking ontological commitments seriously - FOLaw, a functional core ontology of legal knowledge.",2002,Male
1578,Radwan Jalam,Jalam,Radwan,1,Identification de la langue et catégorisation de textes basées sur les N-grammes.,2001,Male
639,Rafik Abdesselam,Abdesselam,Rafik,2,Choix d&apos;une mesure de proximité discriminante dans un contexte topologique.,2015,Male
654,Raja Chiky,Chiky,Raja,1,Échantillonnage spatio-temporel de flux de données distribués.,2008,Female
656,Raja Chiky,Chiky,Raja,1,Définition et diffusion de signatures sémantiques dans les systèmes pair-à-pair.,2006,Female
655,Raja Chiky,Chiky,Raja,2,Traitement de données de consommation électrique par un Système de Gestion de Flux de Données.,2007,Female
653,Raja Chiky,Chiky,Raja,1,Development of a distributed recommender system using the Hadoop Framework.,2012,Female
652,Raja Chiky,Chiky,Raja,4,Échantillonnage de flux de données sémantiques - Une approche orientée graphe.,2015,Female
777,Rallou Thomopoulos,Thomopoulos,Rallou,3,Linked Data Annotation and Fusion driven by Data Quality Evaluation.,2015,Male
657,Rami Belkaroui,Belkaroui,Rami,1,Using Social Conversational Context For Detecting Users Interactions on Microblogging Sites.,2015,Male
1472,Raphaël Couturier,Couturier,Raphael,1,CHIC - traitement de données avec l&apos;analyse implicative.,2005,Male
1473,Raphaël Couturier,Couturier,Raphael,3,Une version entropique de l&apos;intensité d&apos;implication pour les corpus volumineux.,2001,Male
638,Reda Mohamed Hamou,Mohamed,Reda,3,Machine Learning Based Classification of Android Apps through Text Features.,2017,Female
1096,Renata Ghisloti,Ghisloti,Renata,2,Development of a distributed recommender system using the Hadoop Framework.,2012,Female
458,René-Michel Faure,Faure,Rene-Michel,2,Elaboration et utilisation d&apos;une base de connaissances d&apos;un domaine technique.,2018,Male
1073,Reto Bürgin,Bürgin,Reto,1,Visualisation de séquences d&apos;événements.,2012,Male
1262,Riadh Ben Messaoud,Ben,Riadh,3,CND-Cube - Nouvelle représentation concise sans perte d&apos;information d&apos;un cube de données.,2010,Male
1263,Riadh Ben Messaoud,Ben,Riadh,2,Vers l&apos;intégration de la prédiction dans les cubes OLAP.,2008,Male
1127,Ricardo A. Baeza-Yates,A.,Ricardo,1,Towards a Distributed Web Search Engine.,2011,Male
1566,Ricco Rakotomalala,Rakotomalala,Ricco,2,"TQC - un indice d&apos;évaluation de la détection d&apos;événements rares, une application au ciblage en marketing.",2001,Male
1565,Ricco Rakotomalala,Rakotomalala,Ricco,2,Estimation du taux d&apos;erreur sur données en grappes - Application à la reconnaissance de la parole.,2002,Male
664,Rim Al Hulou,Al,Rim,1,XML et les systèmes de représentation de connaissances par objets pour la gestion de données semi-structurées.,2001,UKN
663,Rim Al Hulou,Al,Rim,1,Utilisation de connaissances pour l&apos;aide à la recherche documentaire fondée sur le contenu.,2004,UKN
662,Rim Bentebibel,Bentebibel,Rim,1,Un système d&apos;aide à l&apos;extraction de relations sémantiques pour la construction d&apos;ontologies à partir de textes.,2010,UKN
660,Rim Faiz,Faiz,Rim,3,Biological event extraction using SVM and composite kernel function.,2012,UKN
659,Rim Faiz,Faiz,Rim,2,Mesure de similarité sémantique entre les mots en utilisant le contenu du Web.,2012,UKN
658,Rim Faiz,Faiz,Rim,2,Using Social Conversational Context For Detecting Users Interactions on Microblogging Sites.,2015,UKN
277,Robin Brochier,Brochier,Robin,1,Peerus Review - Un outil de recherche d&apos;experts scientifiques.,2018,Male
278,Robin Gras,Gras,Robin,3,Réduction des colonnes d&apos;un tableau de données par quasi-équivalence entre variables.,2002,Male
1393,Rokia Bendaoud,Bendaoud,Rokia,1,Hiérarchisation des règles d&apos;association en fouille de textes.,2005,Female
1392,Rokia Bendaoud,Bendaoud,Rokia,1,Construction d&apos;ontologie à partir de corpus de textes.,2007,Female
200,Romain Billot,Billot,Romain,1,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
205,Romain Billot,Billot,Romain,1,Une approche ensembliste inspirée du boosting en classification non supervisée.,2008,Male
206,Romain Boulet,Boulet,Romain,1,Partitionnement d&apos;un réseau de sociabilité à fort coefficient de clustering.,2007,Male
202,Romain Bourqui,Bourqui,Romain,7,Tulip - a scalable graph visualization framework.,2010,Male
204,Romain Bourqui,Bourqui,Romain,1,Un algorithme stable de décomposition pour l&apos;analyse des réseaux sociaux dynamiques.,2009,Male
207,Romain Dailly,Dailly,Romain,1,Problématiques de gestion de connaissances dans le cadre de l&apos;enseignement à distance sur l&apos;Internet.,2005,Male
201,Romain Guigourès,Guigourès,Romain,2,Clustering hiérarchique non paramétrique de données fonctionnelles.,2012,Male
1136,Rosanna Verde,Verde,Rosanna,3,Data Stream Summarization by On-Line Histograms Clustering.,2011,Female
1456,Rose Dieng-Kuntz,Dieng-Kuntz,Rose,2,Annotation de textes par extraction d&apos;informations lexico-syntaxiques et acquisition de schémas conceptuels de causalité.,2005,Female
1532,Rosine Cicchetti,Cicchetti,Rosine,2,Extraction d&apos;espaces de versions émergents d&apos;une relation d&apos;attributs catégories.,2003,Female
0,Rostand Affogbolo,Affogbolo,Rostand,1,Méta-analyse ordinale d&apos;enquêtes d&apos;opinion Application aux usages de l&apos;Internet des objets en entreprise.,2018,UKN
767,Rushed Kanawati,Kanawati,Rushed,3,Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes.,2015,UKN
879,Régis Clouard,Clouard,Regis,1,Fouille de données par programmation visuelle structurée avec KD-Ariane.,2014,Male
880,Régis Girard,Girard,Regis,2,Sous-bases k-faibles pour des règles d&apos;association valides au sens de la confiance.,2007,Male
886,Régis Gras,Gras,Regis,1,Une version entropique de l&apos;intensité d&apos;implication pour les corpus volumineux.,2001,Male
885,Régis Gras,Gras,Regis,1,Réduction des colonnes d&apos;un tableau de données par quasi-équivalence entre variables.,2002,Male
884,Régis Gras,Gras,Regis,1,Structuration de comportements de réponse à un questionnaire par des méthodes multidimensionnelles.,2003,Male
883,Régis Gras,Gras,Regis,1,Hiérarchie orientée de règles généralisées en analyse implicative.,2003,Male
882,Régis Gras,Gras,Regis,3,Mesurer la qualité des règles et de leurs contraposées avec le taux informationnel TIC.,2004,Male
881,Régis Gras,Gras,Regis,2,CHIC - traitement de données avec l&apos;analyse implicative.,2005,Male
1007,Rémi Auguste,Auguste,Remi,1,Ré-identification de personnes dans les journaux télévisés basée sur les Histogrammes spatio-temporels.,2012,Male
1008,Rémi Auguste,Auguste,Remi,1,Prédiction de séries temporelles et applications à l&apos;analyse de séquences vidéos.,2010,Male
1010,Rémi Lehn,Lehn,Remi,3,Problématiques de gestion de connaissances dans le cadre de l&apos;enseignement à distance sur l&apos;Internet.,2005,Male
1403,Rémy Brisson,Brisson,Remy,1,Navigation et appariement d&apos;objets géographiques dans une ontologie.,2007,Male
812,Saaid Baraty,Baraty,Saaid,1,Representative training sets for classification and the variability of empirical distributions.,2014,Male
813,Saaid Baraty,Baraty,Saaid,1,Evaluating Bayesian Networks by Sampling with Simplified Assumptions.,2012,Male
742,Sabine Goutier,Goutier,Sabine,2,Des fonctions d&apos;oubli intelligentes dans les entrepôts de données.,2007,Female
740,Sabine Loudcher,Loudcher,Sabine,3,Une nouvelle mesure pour l&apos;évaluation des méthodes d&apos;extraction de thématiques - la Vraisemblance Généralisée.,2013,Female
739,Sabine Loudcher,Loudcher,Sabine,3,Analyse et visualisation d&apos;opinions dans un cadre de veille sur leWeb.,2015,Female
741,Sabine Loudcher Rabaséda,Loudcher,Sabine,3,Vers l&apos;intégration de la prédiction dans les cubes OLAP.,2008,Female
997,Sadok Ben Yahia,Ben,Sadok,2,Motifs graduels clos.,2010,UKN
999,Sadok Ben Yahia,Ben,Sadok,3,Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d&apos;association.,2007,UKN
1000,Sadok Ben Yahia,Ben,Sadok,3,Textmining - extension de la connexion de Galois floue.,2002,UKN
996,Sadok Ben Yahia,Ben,Sadok,4,CND-Cube - Nouvelle représentation concise sans perte d&apos;information d&apos;un cube de données.,2010,UKN
994,Sadok Ben Yahia,Ben,Sadok,3,Algorithmes d&apos;extraction et d&apos;interrogation d&apos;une représentation concise exacte des motifs corrélés rares - Application à la détection d&apos;intrusions.,2012,UKN
993,Sadok Ben Yahia,Ben,Sadok,2,Modlson - une nouvelle approche de modularisation d&apos;ontologies à grande échelle.,2012,UKN
316,Salma Chaieb,Chaieb,Salma,1,Réseau bayésien pour la gestion de l&apos;obsolescence dans une base d&apos;informations en vue de l&apos;évaluation du risque de chute des personnes âgées.,2018,Female
1099,Salvatore-Antoine Tabbone,Tabbone,Salvatore-Antoine,3,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques.,2012,Male
1197,Sami Faïz,Faïz,Sami,3,Apport de la technique de fouille de données spatiales dans la prédiction des risques engendrés par les changements climatiques.,2010,Male
1196,Sami Yassine Turki,Yassine,Sami,2,Apport de la technique de fouille de données spatiales dans la prédiction des risques engendrés par les changements climatiques.,2010,Male
1104,Samir Amir,Amir,Samir,1,MuMIE - Une approche automatique pour l&apos;interopérabilité des métadonnées.,2011,Male
1105,Samir Elloumi,Elloumi,Samir,2,Textmining - extension de la connexion de Galois floue.,2002,Male
956,Samuel Phan,Phan,Samuel,4,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique.,2013,Female
510,Samy Ait Bachir,Ait,Samy,3,Une plateforme danalyse dopinions en temps réel sur Twitter avec recommandation.,2017,Male
1241,Sandra Bringay,Bringay,Sandra,1,"Bien cube, les données textuelles peuvent s&apos;agréger !",2010,Female
1242,Sandra Bringay,Bringay,Sandra,2,Requêtes Skyline avec prise en compte des préférences utilisateurs pour des données volumineuses.,2010,Female
1496,Sarah Cohen Boulakia,Cohen,Sarah,1,Interrogation de sources biomédicales - prise en compte des préférences de l&apos;utilisateur.,2004,Female
271,Sarra Ayouni,Ayouni,Sarra,1,Motifs graduels clos.,2010,Female
269,Sarra Bouzayane,Bouzayane,Sarra,1,KTI-MOOC - un système de recommandation pour la personnalisation du processus d&apos;échange d&apos;informations dans les MOOCs.,2018,Female
270,Sarra Bouzayane,Bouzayane,Sarra,1,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales.,2014,Female
268,Sarra Bouzayane,Bouzayane,Sarra,1,Méthode basée sur les ensembles approximatifs pour l&apos;apprentissage incrémental en présence des données déséquilibrées.,2018,Female
758,Sayda Elmi,Elmi,Sayda,1,Requêtes Skyline en présence des données évidentielles.,2015,Female
552,Saïd Jabbour,Jabbour,Said,2,Une approche logique pour la fouille de règles dassociation.,2017,Male
1122,Sebastien Aupetit,Aupetit,Sebastien,1,Exploration de données multimédia par réalité virtuelle.,2003,Male
1542,Serge Baquédano,Baquédano,Serge,3,Structuration de comportements de réponse à un questionnaire par des méthodes multidimensionnelles.,2003,Male
1388,Sergio Camiz,Camiz,Sergio,1,Classifications hiérarchiques factorielles de variables.,2006,Male
1387,Sergio Rodrigues de Morais,Rodrigues,Sergio,2,Application des réseaux bayésiens à l&apos;analyse des facteurs impliqués dans le cancer du Nasopharynx.,2007,Male
1466,Sergiu Theodor Chelcea,Theodor,Sergiu,1,Classification 2-3 hiérarchique de données du Web.,2005,Female
624,Shin&apos;ichi Satoh,Satoh,Shin&apos;ichi,3,Face2Graph - Base de données graphe et visualisation pour lannotation darchives vidéos.,2017,Female
1459,Siham Boulaknadel,Boulaknadel,Siham,3,Amélioration de la performance de l&apos;analyse de la sémantique latente pour des corpus de petite taille.,2005,Female
451,Simon Fossier,Fossier,Simon,2,Extraction de connaissances sur les défaillances de compteurs d&apos;essieux.,2018,Male
1249,Siwar Zribi Boujelbene,Zribi,Siwar,1,Différentes variantes GMM-SMOs pour l&apos;identification du locuteur.,2010,UKN
208,Sofian Berrouiguet,Berrouiguet,Sofian,2,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
210,Sofian Maabout,Maabout,Sofian,2,Simplification de données de vol pour un stockage optimal et une visualisation accélérée.,2010,Male
1281,Sofiane Abbar,Abbar,Sofiane,1,A contextualization service for a Personalized Access Model.,2009,Female
1562,Sophie Schüpp,Schüpp,Sophie,2,Indexation d&apos;images utilisant une segmentation par ensembles de niveaux.,2002,Female
1061,Souad Bouasker,Bouasker,Souad,1,Algorithmes d&apos;extraction et d&apos;interrogation d&apos;une représentation concise exacte des motifs corrélés rares - Application à la détection d&apos;intrusions.,2012,Female
1451,Stanislas Lew,Lew,Stanislas,3,Une mesure de proximité et une méthode de regroupement pour l&apos;aide à l&apos;acquisition d&apos;ontologies spécialisées.,2006,Male
947,Stefan Trausan-Matu,Trausan-Matu,Stefan,2,A POS Tagger analysed in collaboration environments and literary texts.,2013,Male
948,Stefan du Château,du,Stefan,1,Management des connaissances dans le domaine du patrimoine culturel.,2009,Male
972,Stéphane Lallich,Lallich,Stephane,3,Une approche ensembliste inspirée du boosting en classification non supervisée.,2008,Male
967,Stéphane Lallich,Lallich,Stephane,2,Classification associative basée sur le Boosting.,2010,Male
970,Stéphane Lallich,Lallich,Stephane,2,"FCP-Growth, une adaptation de FP-Growth pour générer des règles d&apos;association de classe.",2009,Male
971,Stéphane Lallich,Lallich,Stephane,2,Un nouvel algorithme de forêts aléatoires d&apos;arbres obliques particulièrement adapté à la classification de données en grandes dimensions.,2009,Male
966,Stéphane Loiseau,Loiseau,Stephane,4,"Cartes cognitives - une exploitation à base d&apos;échelle, vue et profil.",2011,Male
965,Stéphane Loiseau,Loiseau,Stephane,4,Validation d&apos;une carte cognitive.,2013,Male
973,Stéphane Loiseau,Loiseau,Stephane,3,Les cartes cognitives hiérarchiques.,2008,Male
969,Stéphane Lopes,Lopes,Stephane,4,A contextualization service for a Personalized Access Model.,2009,Male
1342,Sujeevan Aseervatham,Aseervatham,Sujeevan,1,Un modèle d&apos;espace vectoriel de concepts pour noyaux sémantiques.,2008,Female
1296,Suzanne Pinson,Pinson,Suzanne,4,De l&apos;utilisation de l&apos;analyse de données symboliques dans les systèmes multi-agents.,2009,Female
962,Sylvain Aubin,Aubin,Sylvain,1,NeuroNav - Un environnement d&apos;analyse statistique de textes.,2002,Male
961,Sylvain Bidel,Bidel,Sylvain,1,Apprentissage de comportements utilisateurs de produits hypermédias.,2003,Male
960,Sylvain Dormieu,Dormieu,Sylvain,1,"SNOW, un algorithme exploratoire pour le subspace clustering.",2013,Male
61,Sylvie Billot,Billot,Sylvie,2,Une mesure de proximité et une méthode de regroupement pour l&apos;aide à l&apos;acquisition d&apos;ontologies spécialisées.,2006,Female
63,Sylvie Calabretto,Calabretto,Sylvie,3,Modélisation de connaissances temporelles en archéologie.,2003,Female
50,Sylvie Cazalens,Cazalens,Sylvie,2,Mesures d&apos;hétérogénéité sémantique dans les systèmes P2P non-structurés.,2011,Female
60,Sylvie Charbonnier,Charbonnier,Sylvie,1,Reconnaissance automatique d&apos;évènements survenant sur patients en réanimation à l&apos;aide d&apos;une méthode adaptative d&apos;extraction en ligne d&apos;épisodes temporels.,2006,Female
49,Sylvie Desprès,Desprès,Sylvie,2,Visualisation dynamique de connaissances - application aux interactions entre facteurs de risque des maladies cardiovasculaires.,2018,Female
62,Sylvie Desprès,Desprès,Sylvie,2,Fouille de textes pour orienter la construction d&apos;une ressource terminologique.,2005,Female
56,Sylvie Desprès,Desprès,Sylvie,1,Sémantique et réutilisation d&apos;ontologie générique.,2008,Female
58,Sylvie Desprès,Desprès,Sylvie,2,Alignement de ressources sémantiques à partir de règles.,2007,Female
59,Sylvie Desprès,Desprès,Sylvie,2,Reconnaissance automatique de concepts à partir d&apos;une ontologie.,2006,Female
55,Sylvie Guillaume,Guillaume,Sylvie,2,Étude de l&apos;interaction entre variables pour l&apos;extraction des règles d&apos;influence.,2008,Female
65,Sylvie Guillaume,Guillaume,Sylvie,1,Découverte de règles d&apos;association ordinales.,2002,Female
66,Sylvie Guillaume,Guillaume,Sylvie,1,Découverte de règles ordinales.,2001,Female
64,Sylvie Guillemin-Lanne,Guillemin-Lanne,Sylvie,3,Une application industrielle d&apos;extraction de l&apos;information pour l&apos;intelligence économique.,2002,Female
53,Sylvie Szulman,Szulman,Sylvie,3,Un système d&apos;aide à l&apos;extraction de relations sémantiques pour la construction d&apos;ontologies à partir de textes.,2010,Female
52,Sylvie Szulman,Szulman,Sylvie,2,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Female
57,Sylvie Szulman,Szulman,Sylvie,2,Sémantique et réutilisation d&apos;ontologie générique.,2008,Female
499,Sènami C. Fréjus Ahomagnon,C.,Senami,1,Sélection et transformation de variables pour la classification Multi-Label par une approche MDL.,2017,UKN
1121,Sébastien Adam,Adam,Sebastien,3,Fouille de graphes et découverte de règles d&apos;association - application à l&apos;analyse d&apos;images de document.,2005,Male
1111,Sébastien Comos,Comos,Sebastien,2,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Male
1115,Sébastien Ferré,Ferré,Sebastien,2,Recherche de dépendances fonctionnelles et de règles d&apos;association avec OLAP.,2010,Male
1117,Sébastien Gassmann,Gassmann,Sebastien,2,DesEsper - un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques.,2009,Male
1125,Sébastien Jouteau,Jouteau,Sebastien,1,Nouveaux résultats en classification à l&apos;aide d&apos;un codage par motifs fréquents.,2003,Male
1119,Sébastien Quirion,Quirion,Sebastien,2,Forage distribué des données - une comparaison entre l&apos;agrégation d&apos;échantillons et l&apos;agrégation de règles.,2005,Male
1497,Séverine Lair,Lair,Severine,3,Interrogation de sources biomédicales - prise en compte des préférences de l&apos;utilisateur.,2004,Female
38,Talel Abdessalem,Abdessalem,Talel,1,Traitement de données de consommation électrique par un Système de Gestion de Flux de Données.,2007,UKN
37,Talel Abdessalem,Abdessalem,Talel,2,Technique de factorisation multi-biais pour des recommandations dynamiques.,2013,UKN
